,Event Id,Restaurant Id,Restaurant Name,Photo URL,Event Title,Event Start Date,Event End Date
0,336644,18856789.0,AIR- An Ivory Region,https://b.zmtcdn.com/data/zomato_events/photos/46f/1c1651fcd360fe1468cfc06125b1646f_1554705305.jpg,Dhol Bhangra Night,2019-04-10,2019-04-10
1,336889,18382360.0,Local,NA,Cocktail Wednesday,2019-04-10,2019-04-10
2,336888,18382360.0,Local,NA,Cocktail Wednesday,2019-04-10,2019-04-10
3,336890,18382360.0,Local,https://b.zmtcdn.com/data/zomato_events/photos/193/bed72acb4c93b8affeba209ccad08193_1554726578.jpg,Cocktail Wednesday,2019-04-10,2019-04-10
4,336894,18382360.0,Local,https://b.zmtcdn.com/data/zomato_events/photos/f6c/0aea33156c313eef2343ac6f0e0a5f6c_1554726952.jpg,Hip Hop Friday,2019-04-12,2019-04-12
5,336903,18382360.0,Local,https://b.zmtcdn.com/data/zomato_events/photos/5ee/165894b7ce0bfd2812796a3f8c6f15ee_1554728236.jpg,Urban Saturday,2019-04-13,2019-04-13
6,336622,18466951.0,Jungle Jamboree,https://b.zmtcdn.com/data/zomato_events/photos/ffe/96d21e7be18ea0bbc2d7f44496697ffe_1554702984.jpg,Special Navratras Thali at just @399 +Taxes at Jungle Jamboree,2019-04-08,2019-04-08
7,336251,18337893.0,The Luggage Room Kitchen And Bar,https://b.zmtcdn.com/data/zomato_events/photos/799/108cf02227f93ebf23d0931aad9c6799_1554553534.jpeg,Commercial Night,2019-04-10,2019-04-10
8,336248,18337893.0,The Luggage Room Kitchen And Bar,https://b.zmtcdn.com/data/zomato_events/photos/64f/6b5003ddf79e8c67cb0ce2e8a17aa64f_1554552608.jpeg,Ladies Night,2019-04-11,2019-04-11
9,337099,18571735.0,Dum Laga Ke Haishaa,https://b.zmtcdn.com/data/zomato_events/photos/bd5/f3d41368563de4717c134eb22144bbd5_1554791503.jpg,Live Sports Screening,2019-04-09,2019-04-09
10,337096,18571735.0,Dum Laga Ke Haishaa,https://b.zmtcdn.com/data/zomato_events/photos/484/5e127cada3fadb0325231b4af17a7484_1554791314.jpg,Poila Baishak,2019-04-14,2019-04-14
11,337102,18571735.0,Dum Laga Ke Haishaa,https://b.zmtcdn.com/data/zomato_events/photos/42d/5ff1422e615ed8199844db6c6839342d_1554791652.jpg,Poila Baishak Special,2019-04-14,2019-04-14
